,Estimator,Search,Time,Preprocessing
1537,RFR,original,0.27480006218,imput
1538,DTR,original,0.00820899009705,imput
1539,SVR,original,0.00591897964478,imput
1540,RFR,original,0.288331985474,imput
1541,DTR,original,0.0103960037231,imput
1542,SVR,original,0.00403499603271,imput
1543,RFR,original,0.292000055313,imput
1544,DTR,original,0.00708699226379,imput
1545,SVR,original,0.00519990921021,imput
1546,RFR,original,0.285823106766,imput
1547,DTR,original,0.0107359886169,imput
1548,DTR,original,0.00733208656311,imput
1549,SVR,original,0.00440907478333,imput
1550,RFR,original,0.273076057434,imput
1551,DTR,original,0.00797510147095,imput
1552,SVR,original,0.00684809684753,imput
1553,RFR,original,0.289126873016,imput
1554,DTR,original,0.0108439922333,imput
1555,SVR,original,0.00513100624084,imput
1556,RFR,original,0.271545886993,imput
1557,DTR,original,0.00881505012512,imput
1558,SVR,original,0.00453877449036,imput
1559,RFR,original,0.302695035934,imput
1560,DTR,original,0.0140428543091,imput
1561,SVR,original,0.004390001297,imput
1562,RFR,original,0.297381877899,imput
1563,DTR,original,0.00952100753784,imput
1564,DTR,original,0.00753808021545,imput
1565,SVR,original,0.00413012504578,imput
1566,RFR,original,0.273671150208,imput
1567,DTR,original,0.00643587112427,imput
1568,DTR,original,0.00108814239502,imput
1569,SVR,original,0.000614881515503,imput
1570,RFR,original,0.307490110397,imput
1571,DTR,original,0.0010290145874,imput
1572,SVR,original,0.00056791305542,imput
1573,RFR,original,0.292471170425,imput
1574,DTR,original,0.00942897796631,imput
1575,SVR,original,0.00509285926819,imput
1576,RFR,original,0.28039598465,imput
1577,DTR,original,0.0153479576111,imput
1578,SVR,original,0.00575113296509,imput
1579,RFR,original,0.271549940109,imput
1580,DTR,original,0.00753402709961,imput
1581,DTR,original,0.0113530158997,imput
1582,SVR,original,0.00377798080444,imput
1583,RFR,original,0.268780946732,imput
1584,DTR,original,0.00718903541565,imput
1585,SVR,original,0.00413012504578,imput
1586,RFR,original,0.275898933411,imput
1587,DTR,original,0.00630402565002,imput
1588,SVR,original,0.0041069984436,imput
1589,RFR,original,0.27919793129,imput
1590,DTR,original,0.00160503387451,imput
1591,SVR,original,0.000653982162476,imput
1592,RFR,original,0.306406021118,imput
1593,DTR,original,0.0149610042572,imput
1594,SVR,original,0.0027060508728,imput
1595,RFR,original,0.295202970505,imput
1596,DTR,original,0.0120899677277,imput
1597,SVR,original,0.00413179397583,imput
1598,RFR,original,0.282574892044,imput
1599,DTR,original,0.0154440402985,imput
1600,SVR,original,0.00342607498169,imput
1601,RFR,original,0.285295963287,imput
1602,DTR,original,0.00600600242615,imput
1603,SVR,original,0.0114569664001,imput
1604,RFR,original,0.266362190247,imput
1605,DTR,original,0.00448298454285,imput
1606,SVR,original,0.0015709400177,imput
1607,RFR,original,0.294194936752,imput
1608,DTR,original,0.000830888748169,imput
1609,SVR,original,0.000447034835815,imput
1610,RFR,original,0.292906999588,imput
1611,DTR,original,0.00892996788025,imput
1612,SVR,original,0.00520706176758,imput
1613,RFR,original,0.275584936142,imput
1614,DTR,original,0.00844693183899,imput
1615,SVR,original,0.00542807579041,imput
1616,RFR,original,0.267265081406,imput
1617,DTR,original,0.00981521606445,imput
1618,SVR,original,0.00477910041809,imput
1619,RFR,original,0.282919168472,imput
1620,DTR,original,0.0188868045807,imput
1621,DTR,original,0.00916004180908,imput
1622,DTR,original,0.00812602043152,imput
1623,SVR,original,0.00166392326355,imput
1624,RFR,original,0.314277887344,imput
1625,DTR,original,0.00825214385986,imput
1626,DTR,original,0.00605297088623,imput
1627,SVR,original,0.00297403335571,imput
1628,RFR,original,0.272526025772,imput
1629,DTR,original,0.00673818588257,imput
1630,DTR,original,0.00866103172302,imput
1631,SVR,original,0.00633883476257,imput
1632,RFR,original,0.26051902771,imput
1633,DTR,original,0.00687384605408,imput
1634,SVR,original,0.00392603874207,imput
1635,RFR,original,0.266009092331,imput
1636,DTR,original,0.0170049667358,imput
1637,SVR,original,0.00382900238037,imput
1638,RFR,original,0.260849952698,imput
1639,DTR,original,0.00569605827332,imput
1640,SVR,original,0.00290107727051,imput
1641,RFR,original,0.31126499176,imput
1642,DTR,original,0.00992894172668,imput
1643,DTR,original,0.0117709636688,imput
1644,SVR,original,0.00432395935059,imput
1645,RFR,original,0.269007921219,imput
1646,DTR,original,0.00680112838745,imput
1647,SVR,original,0.00418186187744,imput
1648,RFR,original,0.269821166992,imput
1649,DTR,original,0.00638508796692,imput
1650,SVR,original,0.00443482398987,imput
1651,RFR,original,0.313321828842,imput
1652,DTR,original,0.0101790428162,imput
1653,SVR,original,0.00582313537598,imput
1654,RFR,original,0.28663611412,imput
1655,DTR,original,0.0107750892639,imput
1656,DTR,original,0.0129661560059,imput
1657,SVR,original,0.00330495834351,imput
1658,RFR,original,0.29078412056,imput
1659,DTR,original,0.00959897041321,imput
1660,DTR,original,0.00493884086609,imput
1661,SVR,original,0.00256609916687,imput
1662,RFR,original,0.300933122635,imput
1663,DTR,original,0.00518798828125,imput
1664,SVR,original,0.00268816947937,imput
1665,RFR,original,0.267920017242,imput
1666,DTR,original,0.00394701957703,imput
1667,SVR,original,0.00195598602295,imput
1668,RFR,original,0.301769971848,imput
1669,DTR,original,0.00573110580444,imput
1670,DTR,original,0.00637912750244,imput
1671,DTR,original,0.00847601890564,imput
1672,SVR,original,0.00334191322327,imput
1673,RFR,original,0.288968086243,imput
1674,DTR,original,0.00618100166321,imput
1675,SVR,original,0.00414204597473,imput
1676,RFR,original,0.288175106049,imput
1677,DTR,original,0.00914716720581,imput
1678,SVR,original,0.00779104232788,imput
1679,RFR,original,0.304310083389,imput
1680,DTR,original,0.00763511657715,imput
1681,SVR,original,0.00326585769653,imput
1682,RFR,original,0.272757053375,imput
1683,DTR,original,0.00678110122681,imput
1684,SVR,original,0.00231289863586,imput
1685,RFR,original,0.267415046692,imput
1686,DTR,original,0.0053391456604,imput
1687,DTR,original,0.0108079910278,imput
1688,DTR,original,0.0061149597168,imput
1689,SVR,original,0.00418400764465,imput
1690,RFR,original,0.317254066467,imput
1691,DTR,original,0.000850915908813,imput
1692,SVR,original,0.000606060028076,imput
1693,RFR,original,0.289361000061,imput
1694,DTR,original,0.0103688240051,imput
1695,SVR,original,0.00372982025146,imput
1696,RFR,original,0.270271062851,imput
1697,DTR,original,0.0149750709534,imput
1698,SVR,original,0.00585508346558,imput
1699,RFR,original,0.296717166901,imput
1700,DTR,original,0.00931096076965,imput
1701,SVR,original,0.00470805168152,imput
1702,RFR,original,0.273891925812,imput
1703,DTR,original,0.00752282142639,imput
1704,SVR,original,0.00562787055969,imput
1705,RFR,original,0.292274951935,imput
1706,DTR,original,0.00741791725159,imput
1707,SVR,original,0.00571799278259,imput
1708,RFR,original,0.264090061188,imput
1709,DTR,original,0.00866603851318,imput
1710,DTR,original,0.0147850513458,imput
1711,DTR,original,0.00686097145081,imput
1712,SVR,original,0.00416207313538,imput
1713,RFR,original,0.267439126968,imput
1714,DTR,original,0.00816702842712,imput
1715,SVR,original,0.00382590293884,imput
1716,RFR,original,0.27656006813,imput
1717,DTR,original,0.0118601322174,imput
1718,SVR,original,0.00496101379395,imput
1719,RFR,original,0.286910057068,imput
1720,DTR,original,0.0105378627777,imput
1721,SVR,original,0.00629496574402,imput
1722,RFR,original,0.28603887558,imput
1723,DTR,original,0.00900506973267,imput
1724,SVR,original,0.00767683982849,imput
1725,DTR,original,0.0123589038849,imput
1726,SVR,original,0.00496006011963,imput
1727,RFR,original,0.271628856659,imput
1728,DTR,original,0.0118598937988,imput
1729,SVR,original,0.00505614280701,imput
1730,RFR,original,0.267863988876,imput
1731,DTR,original,0.00929713249207,imput
1732,SVR,original,0.00557589530945,imput
1733,DTR,original,0.0149059295654,imput
1734,SVR,original,0.00987100601196,imput
1735,RFR,original,0.274356126785,imput
1736,DTR,original,0.00947618484497,imput
1737,SVR,original,0.00498795509338,imput
1738,RFR,original,0.302951097488,imput
1739,DTR,original,0.00886607170105,imput
1740,SVR,original,0.0049729347229,imput
1741,RFR,original,0.26557803154,imput
1742,DTR,original,0.00659584999084,imput
1743,DTR,original,0.00675082206726,imput
1744,SVR,original,0.00412511825562,imput
1745,RFR,original,0.261288881302,imput
1746,DTR,original,0.00647020339966,imput
1747,SVR,original,0.00231599807739,imput
1748,RFR,original,0.300852060318,imput
1749,DTR,original,0.0067720413208,imput
1750,DTR,original,0.00842809677124,imput
1751,DTR,original,0.00753998756409,imput
1752,SVR,original,0.00427412986755,imput
1753,RFR,original,0.268365859985,imput
1754,DTR,original,0.00785708427429,imput
1755,SVR,original,0.00349307060242,imput
1756,RFR,original,0.280586004257,imput
1757,DTR,original,0.00558495521545,imput
1758,DTR,original,0.00744986534119,imput
1759,SVR,original,0.00303196907043,imput
1760,RFR,original,0.306638002396,imput
1761,DTR,original,0.0156610012054,imput
1762,SVR,original,0.00459218025208,imput
1763,RFR,original,0.285910129547,imput
1764,DTR,original,0.0102109909058,imput
1765,SVR,original,0.0036678314209,imput
1766,RFR,original,0.326100826263,imput
1767,DTR,original,0.00848317146301,imput
1768,SVR,original,0.0110099315643,imput
1769,RFR,original,0.281517982483,imput
1770,DTR,original,0.00680589675903,imput
1771,DTR,original,0.00837898254395,imput
1772,SVR,original,0.00465989112854,imput
1773,RFR,original,0.307507038116,imput
1774,DTR,original,0.00741910934448,imput
1775,SVR,original,0.00368213653564,imput
1776,RFR,original,0.30992102623,imput
1777,DTR,original,0.00636386871338,imput
1778,SVR,original,0.00267004966736,imput
1779,RFR,original,0.305063962936,imput
1780,DTR,original,0.00914907455444,imput
1781,SVR,original,0.00389194488525,imput
1782,RFR,original,0.270765066147,imput
1783,DTR,original,0.0124669075012,imput
1784,SVR,original,0.00653100013733,imput
1785,RFR,original,0.28076004982,imput
1786,DTR,original,0.00822019577026,imput
1787,SVR,original,0.00351691246033,imput
1788,RFR,original,0.270653963089,imput
1789,DTR,original,0.00508093833923,imput
1790,SVR,original,0.00218391418457,imput
1791,RFR,original,0.264788866043,imput
1792,DTR,original,0.00571894645691,imput
1793,DTR,original,0.010372877121,imput
1794,SVR,original,0.00313997268677,imput
1795,RFR,original,0.258010864258,imput
1796,DTR,original,0.00824689865112,imput
1797,SVR,original,0.00329804420471,imput
1798,RFR,original,0.263960123062,imput
1799,DTR,original,0.0120711326599,imput
1800,DTR,original,0.00824904441833,imput
1801,DTR,original,0.00890588760376,imput
1802,SVR,original,0.0046489238739,imput
1803,RFR,original,0.277878046036,imput
1804,DTR,original,0.00850391387939,imput
1805,SVR,original,0.00547909736633,imput
1806,RFR,original,0.266218900681,imput
1807,DTR,original,0.00740385055542,imput
1808,SVR,original,0.00330686569214,imput
1809,RFR,original,0.290004014969,imput
1810,DTR,original,0.00905895233154,imput
1811,DTR,original,0.00633001327515,imput
1812,DTR,original,0.0102381706238,imput
1813,DTR,original,0.00627899169922,imput
1814,SVR,original,0.00407481193542,imput
1815,RFR,original,0.309298038483,imput
1816,DTR,original,0.00757908821106,imput
1817,SVR,original,0.00187397003174,imput
1818,RFR,original,0.266206979752,imput
1819,DTR,original,0.01060795784,imput
1820,SVR,original,0.00522899627686,imput
1821,RFR,original,0.266185998917,imput
1822,DTR,original,0.00977516174316,imput
1823,SVR,original,0.00308990478516,imput
1824,RFR,original,0.289169073105,imput
1825,DTR,original,0.00714302062988,imput
1826,SVR,original,0.00404000282288,imput
1827,RFR,original,0.276659011841,imput
1828,DTR,original,0.01016497612,imput
1829,SVR,original,0.0048360824585,imput
1830,RFR,original,0.273318052292,imput
1831,DTR,original,0.00714087486267,imput
1832,SVR,original,0.00297808647156,imput
1833,RFR,original,0.314166784286,imput
1834,DTR,original,0.00492191314697,imput
1835,DTR,original,0.00568699836731,imput
1836,DTR,original,0.0102860927582,imput
1837,SVR,original,0.00318908691406,imput
1838,RFR,original,0.287998914719,imput
1839,DTR,original,0.00858807563782,imput
1840,SVR,original,0.00365710258484,imput
1841,RFR,original,0.278249025345,imput
1842,DTR,original,0.00759601593018,imput
1843,SVR,original,0.00177407264709,imput
1844,RFR,original,0.301642894745,imput
1845,DTR,original,0.00327396392822,imput
1846,DTR,original,0.0169069766998,imput
1847,SVR,original,0.0119869709015,imput
1848,RFR,original,0.291228055954,imput
1849,DTR,original,0.00609803199768,imput
1850,SVR,original,0.00495386123657,imput
1851,RFR,original,0.309406995773,imput
1852,DTR,original,0.00862407684326,imput
1853,DTR,original,0.00890302658081,imput
1854,SVR,original,0.00355887413025,imput
1855,RFR,original,0.282644987106,imput
1856,DTR,original,0.00626802444458,imput
1857,SVR,original,0.00415301322937,imput
1858,RFR,original,0.279636144638,imput
1859,DTR,original,0.00916194915771,imput
1860,SVR,original,0.0035572052002,imput
1861,RFR,original,0.283303976059,imput
1862,DTR,original,0.00753092765808,imput
1863,SVR,original,0.00475001335144,imput
1864,RFR,original,0.262250900269,imput
1865,DTR,original,0.00931119918823,imput
1866,SVR,original,0.00429487228394,imput
1867,RFR,original,0.311952114105,imput
1868,DTR,original,0.00873208045959,imput
1869,DTR,original,0.0111348628998,imput
1870,SVR,original,0.00542092323303,imput
1871,RFR,original,0.280117988586,imput
1872,DTR,original,0.00597381591797,imput
1873,SVR,original,0.00501799583435,imput
1874,RFR,original,0.273676156998,imput
1875,DTR,original,0.00835514068604,imput
1876,DTR,original,0.00915098190308,imput
1877,SVR,original,0.00348496437073,imput
1878,RFR,original,0.269927024841,imput
1879,DTR,original,0.00576901435852,imput
1880,DTR,original,0.0111339092255,imput
1881,SVR,original,0.00324201583862,imput
1882,RFR,original,0.276085853577,imput
1883,DTR,original,0.00627303123474,imput
1884,SVR,original,0.00808191299438,imput
1885,RFR,original,0.313309192657,imput
1886,DTR,original,0.00789880752563,imput
1887,SVR,original,0.00193309783936,imput
1888,RFR,original,0.262112140656,imput
1889,DTR,original,0.00969505310059,imput
1890,SVR,original,0.00415515899658,imput
1891,RFR,original,0.269292116165,imput
1892,DTR,original,0.00602293014526,imput
1893,SVR,original,0.00365900993347,imput
1894,RFR,original,0.273712158203,imput
1895,DTR,original,0.00596690177917,imput
1896,DTR,original,0.00887107849121,imput
1897,SVR,original,0.00314283370972,imput
1898,RFR,original,0.312918901443,imput
1899,DTR,original,0.00640892982483,imput
1900,SVR,original,0.0024938583374,imput
1901,RFR,original,0.30723118782,imput
1902,DTR,original,0.00518202781677,imput
1903,DTR,original,0.00874304771423,imput
1904,SVR,original,0.004802942276,imput
1905,RFR,original,0.25919008255,imput
1906,DTR,original,0.00904297828674,imput
1907,SVR,original,0.00264191627502,imput
1908,RFR,original,0.277908086777,imput
1909,DTR,original,0.00402688980103,imput
1910,SVR,original,0.0019519329071,imput
1911,RFR,original,0.303859949112,imput
1912,DTR,original,0.00515913963318,imput
1913,SVR,original,0.00192213058472,imput
1914,RFR,original,0.310789108276,imput
1915,DTR,original,0.0104260444641,imput
1916,SVR,original,0.00428581237793,imput
1917,RFR,original,0.268790006638,imput
1918,DTR,original,0.00609302520752,imput
1919,SVR,original,0.00348901748657,imput
1920,RFR,original,0.315821170807,imput
1921,DTR,original,0.00856804847717,imput
1922,SVR,original,0.00439119338989,imput
1923,RFR,original,0.268759012222,imput
1924,DTR,original,0.00668501853943,imput
1925,SVR,original,0.00282406806946,imput
1926,RFR,original,0.278824090958,imput
1927,DTR,original,0.00855207443237,imput
1928,SVR,original,0.00626397132874,imput
1929,RFR,original,0.265978097916,imput
1930,DTR,original,0.00683808326721,imput
1931,SVR,original,0.0045108795166,imput
1932,RFR,original,0.315842151642,imput
1933,DTR,original,0.00787115097046,imput
1934,SVR,original,0.00373291969299,imput
1935,RFR,original,0.26731801033,imput
1936,DTR,original,0.00567197799683,imput
1937,DTR,original,0.00797605514526,imput
1938,DTR,original,0.00795698165894,imput
1939,SVR,original,0.00506186485291,imput
1940,RFR,original,0.281898021698,imput
1941,DTR,original,0.00963401794434,imput
1942,SVR,original,0.00465083122253,imput
1943,RFR,original,0.293998003006,imput
1944,DTR,original,0.0074028968811,imput
1945,SVR,original,0.00470018386841,imput
1946,RFR,original,0.308133125305,imput
1947,DTR,original,0.00949597358704,imput
1948,DTR,original,0.0118229389191,imput
1949,SVR,original,0.00606608390808,imput
1950,RFR,original,0.294243097305,imput
1951,DTR,original,0.00839495658875,imput
1952,SVR,original,0.00700807571411,imput
1953,RFR,original,0.266950845718,imput
1954,DTR,original,0.00639605522156,imput
1955,DTR,original,0.00780701637268,imput
1956,DTR,original,0.00859212875366,imput
1957,SVR,original,0.00368499755859,imput
1958,RFR,original,0.265601158142,imput
1959,DTR,original,0.0130429267883,imput
1960,SVR,original,0.00570511817932,imput
1961,RFR,original,0.287947893143,imput
1962,DTR,original,0.0105378627777,imput
1963,SVR,original,0.00480198860168,imput
1964,RFR,original,0.275327205658,imput
1965,DTR,original,0.00956082344055,imput
1966,SVR,original,0.00586891174316,imput
1967,RFR,original,0.269703149796,imput
1968,DTR,original,0.0108690261841,imput
1969,SVR,original,0.00678300857544,imput
1970,RFR,original,0.290077924728,imput
1971,DTR,original,0.00566601753235,imput
1972,SVR,original,0.0022439956665,imput
1973,RFR,original,0.304248809814,imput
1974,DTR,original,0.00654220581055,imput
1975,SVR,original,0.0026478767395,imput
1976,RFR,original,0.292555809021,imput
1977,DTR,original,0.000732183456421,imput
1978,SVR,original,0.000540971755981,imput
1979,RFR,original,0.293375015259,imput
1980,DTR,original,0.00914001464844,imput
1981,SVR,original,0.0052649974823,imput
1982,RFR,original,0.276895046234,imput
1983,DTR,original,0.0106110572815,imput
1984,SVR,original,0.00592803955078,imput
1985,RFR,original,0.279492139816,imput
1986,DTR,original,0.01136302948,imput
1987,SVR,original,0.00543904304504,imput
1988,RFR,original,0.281044006348,imput
1989,DTR,original,0.00987100601196,imput
1990,DTR,original,0.00819087028503,imput
1991,DTR,original,0.00728511810303,imput
1992,SVR,original,0.003741979599,imput
1993,RFR,original,0.273769140244,imput
1994,DTR,original,0.0101690292358,imput
1995,SVR,original,0.00471496582031,imput
1996,RFR,original,0.267007827759,imput
1997,DTR,original,0.00887489318848,imput
1998,SVR,original,0.00501489639282,imput
1999,RFR,original,0.269653081894,imput
2000,DTR,original,0.00927877426147,imput
2001,SVR,original,0.00201296806335,imput
2002,RFR,original,0.31551194191,imput
2003,DTR,original,0.00368595123291,imput
2004,DTR,original,0.0112679004669,imput
2005,SVR,original,0.00439596176147,imput
2006,RFR,original,0.289201974869,imput
2007,DTR,original,0.00874590873718,imput
2008,SVR,original,0.00510907173157,imput
2009,RFR,original,0.274934768677,imput
2010,DTR,original,0.0157659053802,imput
2011,SVR,original,0.00323796272278,imput
2012,RFR,original,0.281803846359,imput
2013,DTR,original,0.0110630989075,imput
2014,SVR,original,0.00397992134094,imput
2015,RFR,original,0.299209117889,imput
2016,DTR,original,0.00750684738159,imput
2017,SVR,original,0.00543117523193,imput
2018,RFR,original,0.270002841949,imput
2019,DTR,original,0.00782799720764,imput
2020,DTR,original,0.0118517875671,imput
2021,DTR,original,0.00921106338501,imput
2022,DTR,original,0.00788402557373,imput
2023,SVR,original,0.00383305549622,imput
2024,RFR,original,0.265214204788,imput
2025,DTR,original,0.00898194313049,imput
2026,DTR,original,0.0077428817749,imput
2027,DTR,original,0.010381937027,imput
2028,DTR,original,0.00755977630615,imput
2029,SVR,original,0.00326704978943,imput
2030,RFR,original,0.270863056183,imput
2031,DTR,original,0.00879502296448,imput
2032,SVR,original,0.00398898124695,imput
2033,RFR,original,0.268251895905,imput
2034,DTR,original,0.0139729976654,imput
2035,SVR,original,0.00460910797119,imput
2036,RFR,original,0.302409887314,imput
2037,DTR,original,0.0020649433136,imput
2038,SVR,original,0.000651836395264,imput
2039,RFR,original,0.30540394783,imput
2040,DTR,original,0.00838112831116,imput
2041,SVR,original,0.00418782234192,imput
2042,RFR,original,0.274605035782,imput
2043,DTR,original,0.00956797599792,imput
2044,SVR,original,0.00424003601074,imput
2045,RFR,original,0.271165132523,imput
2046,DTR,original,0.0108938217163,imput
2047,SVR,original,0.0057680606842,imput
2048,RFR,original,0.272888183594,imput
2049,DTR,original,0.00902414321899,imput
2050,DTR,original,0.00868678092957,imput
2051,DTR,original,0.00701189041138,imput
2052,DTR,original,0.0151808261871,imput
2053,SVR,original,0.00269794464111,imput
2054,RFR,original,0.282444000244,imput
2055,DTR,original,0.00971293449402,imput
2056,SVR,original,0.00338697433472,imput
2057,RFR,original,0.307902097702,imput
2058,DTR,original,0.0084080696106,imput
2059,SVR,original,0.00551986694336,imput
2060,RFR,original,0.263901948929,imput
2061,DTR,original,0.00978398323059,imput
2062,DTR,original,0.00975298881531,imput
2063,SVR,original,0.00589680671692,imput
2064,RFR,original,0.2731590271,imput
2065,DTR,original,0.0076630115509,imput
2066,SVR,original,0.00468993186951,imput
2067,RFR,original,0.270884037018,imput
2068,DTR,original,0.00423097610474,imput
2069,SVR,original,0.00221395492554,imput
2070,RFR,original,0.273209810257,imput
2071,DTR,original,0.00695490837097,imput
2072,SVR,original,0.00424194335938,imput
2073,RFR,original,0.273916006088,imput
2074,DTR,original,0.00732707977295,imput
2075,SVR,original,0.00415587425232,imput
2076,RFR,original,0.331777095795,imput
2077,DTR,original,0.0111451148987,imput
2078,SVR,original,0.00357794761658,imput
2079,RFR,original,0.293026924133,imput
2080,DTR,original,0.00555610656738,imput
2081,SVR,original,0.00279712677002,imput
2082,RFR,original,0.264312028885,imput
2083,DTR,original,0.0186808109283,imput
2084,SVR,original,0.00534009933472,imput
2085,RFR,original,0.269366979599,imput
2086,DTR,original,0.00766682624817,imput
2087,SVR,original,0.00450611114502,imput
2088,RFR,original,0.32160615921,imput
2089,DTR,original,0.00725698471069,imput
2090,SVR,original,0.0042028427124,imput
2091,RFR,original,0.316148042679,imput
2092,DTR,original,0.00581789016724,imput
2093,DTR,original,0.00830698013306,imput
2094,DTR,original,0.00924515724182,imput
2095,SVR,original,0.0056939125061,imput
2096,RFR,original,0.275194168091,imput
2097,DTR,original,0.00674200057983,imput
2098,SVR,original,0.00352883338928,imput
2099,RFR,original,0.305187940598,imput
2100,DTR,original,0.00776982307434,imput
2101,SVR,original,0.00266814231873,imput
2102,RFR,original,0.284744024277,imput
2103,DTR,original,0.00777006149292,imput
2104,DTR,original,0.00595498085022,imput
2105,SVR,original,0.00378608703613,imput
2106,RFR,original,0.308602809906,imput
2107,DTR,original,0.00634598731995,imput
2108,SVR,original,0.00281691551208,imput
2109,RFR,original,0.315582036972,imput
2110,DTR,original,0.00694513320923,imput
2111,SVR,original,0.00348997116089,imput
2112,RFR,original,0.307910919189,imput
2113,DTR,original,0.00753307342529,imput
2114,SVR,original,0.0124449729919,imput
2115,RFR,original,0.313989162445,imput
2116,DTR,original,0.00854396820068,imput
2117,SVR,original,0.00170302391052,imput
2118,RFR,original,0.283268928528,imput
2119,DTR,original,0.0014169216156,imput
2120,DTR,original,0.0128870010376,imput
2121,SVR,original,0.00278210639954,imput
2122,RFR,original,0.320262908936,imput
2123,DTR,original,0.00691103935242,imput
2124,SVR,original,0.00296115875244,imput
2125,RFR,original,0.297911882401,imput
2126,DTR,original,0.00226807594299,imput
2127,SVR,original,0.00195407867432,imput
2128,RFR,original,0.293597221375,imput
2129,DTR,original,0.00251388549805,imput
2130,SVR,original,0.00322794914246,imput
2131,RFR,original,0.295419931412,imput
2132,DTR,original,0.00256013870239,imput
2133,SVR,original,0.00262188911438,imput
2134,RFR,original,0.293803215027,imput
2135,DTR,original,0.00330018997192,imput
2136,SVR,original,0.00458908081055,imput
2137,RFR,original,0.301162004471,imput
2138,DTR,original,0.00240898132324,imput
2139,SVR,original,0.00398087501526,imput
2140,RFR,original,0.301913976669,imput
2141,DTR,original,0.00236511230469,imput
2142,DTR,original,0.00107288360596,imput
2143,SVR,original,0.000705003738403,imput
2144,RFR,original,0.286396980286,imput
2145,DTR,original,0.00130891799927,imput
2146,SVR,original,0.000868082046509,imput
2147,RFR,original,0.28759598732,imput
2148,DTR,original,0.00126695632935,imput
2149,SVR,original,0.000911951065063,imput
2150,RFR,original,0.290199041367,imput
2151,DTR,original,0.00101017951965,imput
2152,SVR,original,0.000764131546021,imput
2153,RFR,original,0.287135124207,imput
2154,DTR,original,0.00112915039062,imput
2155,SVR,original,0.000805854797363,imput
2156,RFR,original,0.286155939102,imput
2157,DTR,original,0.00220608711243,imput
2158,DTR,original,0.00231218338013,imput
2159,SVR,original,0.00397396087646,imput
2160,RFR,original,0.291861772537,imput
2161,DTR,original,0.00200915336609,imput
2162,DTR,original,0.00180220603943,imput
2163,SVR,original,0.00180792808533,imput
2164,RFR,original,0.288814067841,imput
2165,DTR,original,0.00178003311157,imput
2166,SVR,original,0.00201606750488,imput
2167,RFR,original,0.288027048111,imput
2168,DTR,original,0.00154304504395,imput
2169,SVR,original,0.000849008560181,imput
2170,RFR,original,0.286735057831,imput
2171,DTR,original,0.0012800693512,imput
2172,SVR,original,0.00103306770325,imput
2173,RFR,original,0.28891992569,imput
2174,DTR,original,0.00113916397095,imput
2175,SVR,original,0.000775098800659,imput
2176,RFR,original,0.286009073257,imput
2177,DTR,original,0.00221300125122,imput
2178,SVR,original,0.000957012176514,imput
2179,RFR,original,0.300549030304,imput
2180,DTR,original,0.00230288505554,imput
2181,SVR,original,0.00368690490723,imput
2182,RFR,original,0.29309296608,imput
2183,DTR,original,0.00231385231018,imput
2184,DTR,original,0.00224208831787,imput
2185,DTR,original,0.00256681442261,imput
2186,DTR,original,0.00234508514404,imput
2187,DTR,original,0.0022189617157,imput
2188,SVR,original,0.00411009788513,imput
2189,RFR,original,0.295225858688,imput
2190,DTR,original,0.00212287902832,imput
2191,SVR,original,0.00441408157349,imput
2192,RFR,original,0.301059007645,imput
2193,DTR,original,0.00223684310913,imput
2194,DTR,original,0.00263595581055,imput
2195,DTR,original,0.00217294692993,imput
2196,DTR,original,0.00201511383057,imput
2197,SVR,original,0.00374913215637,imput
2198,RFR,original,0.2878510952,imput
2199,DTR,original,0.00224208831787,imput
2200,SVR,original,0.00424790382385,imput
2201,RFR,original,0.290993928909,imput
2202,DTR,original,0.00210499763489,imput
2203,DTR,original,0.00213503837585,imput
2204,SVR,original,0.00422215461731,imput
2205,RFR,original,0.288452148438,imput
2206,DTR,original,0.00239992141724,imput
2207,SVR,original,0.00372290611267,imput
2208,RFR,original,0.297684907913,imput
2209,DTR,original,0.00216102600098,imput
2210,SVR,original,0.00395011901855,imput
2211,RFR,original,0.2954890728,imput
2212,DTR,original,0.00230884552002,imput
2213,SVR,original,0.00473499298096,imput
2214,RFR,original,0.290959119797,imput
2215,DTR,original,0.0020968914032,imput
2216,DTR,original,0.00209999084473,imput
2217,DTR,original,0.00262689590454,imput
2218,DTR,original,0.00239706039429,imput
2219,DTR,original,0.00234603881836,imput
2220,SVR,original,0.00414109230042,imput
2221,RFR,original,0.304844141006,imput
2222,DTR,original,0.00323987007141,imput
2223,SVR,original,0.00455021858215,imput
2224,RFR,original,0.289887905121,imput
2225,DTR,original,0.0022029876709,imput
2226,DTR,original,0.00252413749695,imput
2227,SVR,original,0.00399112701416,imput
2228,RFR,original,0.287643909454,imput
2229,DTR,original,0.00284099578857,imput
2230,SVR,original,0.00167798995972,imput
2231,RFR,original,0.29331612587,imput
2232,DTR,original,0.00223088264465,imput
2233,DTR,original,0.00257802009583,imput
2234,SVR,original,0.00277900695801,imput
2235,RFR,original,0.294574022293,imput
2236,DTR,original,0.00198101997375,imput
2237,DTR,original,0.00208878517151,imput
2238,DTR,original,0.00175714492798,imput
2239,SVR,original,0.00187301635742,imput
2240,RFR,original,0.286767959595,imput
2241,DTR,original,0.00137591362,imput
2242,SVR,original,0.00105714797974,imput
2243,RFR,original,0.285931110382,imput
2244,DTR,original,0.00334692001343,imput
2245,SVR,original,0.00108194351196,imput
2246,RFR,original,0.287555932999,imput
